词汇组 4 (共 50 个词汇)
序号	单词	音标	释义
4147	universe	/ˈjuːnɪvɜːrs/	n. 宇宙；世界；领域
111	air	/er/	n. 空气，大气；天空；样子；曲调vt. 使通风，晾干；夸耀vi. 通风
2854	practice	/ˈpræktɪs/	n. 实践；练习；惯例vi. 练习；实习；实行vt. 练习；实习；实行
3338	scholarship	/ˈskɑːlərʃɪp/	n. 奖学金；学识，学问
1600	frown	/fraʊn/	vi. 皱眉；不同意vt. 皱眉，蹙额n. 皱眉，蹙额
1828	her	/hə(r)/	pron. 她（she的宾格）；她的（she的所有格）；她（指某个国家；一艘船）n. （法）埃尔（人名）
2001	inspire	/ɪnˈspaɪər/	vt. 激发；鼓舞；启示；产生；使生灵感
474	brim	/brɪm/	n. 边；边缘；帽檐vi. 满溢；溢出vt. 使……满溢n. （Brim）（英）布里姆（人名）
2571	ninety	/ˈnaɪnti/	n. 九十adj. 九十的；九十岁的num. 九十
2087	join	/dʒɔɪn/	vt. 参加；结合；连接vi. 加入；参加；结合n. 结合；连接；接合点n. (Join)人名；(法)茹安
1855	holiday	/ˈhɑːlədeɪ/	n. 假日；节日；休息日vi. 外出度假n. (Holiday)人名；(英)霍利迪
3970	tie	/taɪ/	n.带子,线,鞋带,不分胜负,关系,领带,领结,平局vt.系,打结,扎,约束,与...成平局vi.被用带(或绳子等)系住,结合,打结,不分胜负
2033	intermediate	/ˌɪntərˈmiːdiət/	adj. 中间的，过渡的；中级的，中等的n. 中级生；（化合物）中间体，中间物；中介，媒介v. 充当调解人，起媒介作用
2480	motivate	/ˈmoʊtɪveɪt/	v. 刺激，使有动机，激发…的积极性；成为……的动机；给出理由；申请
3294	safe	/seɪf/	adj. 安全的；可靠的；平安的n. 保险箱；冷藏室；纱橱n. (Safe)人名；(几)萨菲
2519	namely	/ˈneɪmli/	adv. 也就是；即是；换句话说
2223	lieutenant	/luːˈtenənt/	n. 中尉；副官；助理人员
1976	infinite	/ˈɪnfɪnət/	adj. 无限的，无穷的；无数的；极大的n. 无限；[数] 无穷大；无限的东西（如空间，时间）
3261	rotation	/roʊˈteɪʃn/	n. 旋转；循环，轮流
2719	overcoat	/ˈoʊvərkoʊt/	n. 大衣，外套
917	crisis	/ˈkraɪsɪs/	n. 危机；危险期；决定性时刻adj. 危机的；用于处理危机的
528	cage	/keɪdʒ/	n. 笼，兽笼；牢房，监狱vt. 把…关进笼子；把…囚禁起来n. (Cage)人名；(法)卡热；(英)凯奇
306	bake	/beɪk/	vt. 烤，烘焙vi. 烘面包；被烤干；受热n. 烤；烘烤食品n. (Bake)人名；(德、瑞典)巴克
