词汇组 53 (共 50 个词汇)
序号	单词	音标	释义
4202	variable	/ˈveriəbl,ˈværiəbl/	adj. 变量的；可变的；易变的，多变的；变异的，[生物] 畸变的n. [数] 变量；可变物，可变因素
4368	with	/wɪð,wɪθ/	 prep.有,以,用,同...,由于,和...一致,赞成,关于,就
4055	treaty	/ˈtriːti/	n. 条约，协议；谈判
3352	screen	/skriːn/	n. 屏，幕；屏风vt. 筛；拍摄；放映；掩蔽vi. 拍电影n. (Screen)人名；(英)斯克林
251	atmosphere	/ˈætməsfɪr/	n. 气氛；大气；空气
4327	while	/waɪl/	n.一会儿,时间 conj.当...的时候,虽然vt.消磨 prep.古方直到
1344	exam	/ɪɡˈzæm/	n. 考试；测验
977	dear	/dɪr/	adj.昂贵的,亲爱的int.[表示惊讶,怜悯等],Oh,～!
2372	meat	/miːt/	n. 肉，肉类（食用）
3921	theoretical	/ˌθiːəˈretɪkl/	adj. 理论的；理论上的；假设的；推理的
2483	mould	/moʊld/	n.[亦作mold] 肥土,壤土,[亦作mold] 霉,模具v.用土覆盖,发霉,铸造
96	again	/əˈɡen,əˈɡeɪn/	adv. 又，此外；再一次；再说；增加n. （英、保）阿盖恩
4335	whitewash	/ˈwaɪtwɑːʃ/	n. 粉饰；白色涂料；石灰水vt. 掩饰；把…刷白
1653	germ	/dʒɜːrm/	n. [植] 胚芽，萌芽；细菌vi. 萌芽
3059	realm	/relm/	n. 领域，范围；王国
2043	intimate	/ˈɪntɪmət/	adj. 亲密的；私人的；精通的；有性关系的n. 知己；至交vt. 暗示；通知；宣布
857	conversion	/kənˈvɜːrʒn/	n. 转换；变换；[金融] 兑换；改变信仰
2038	interpreter	/ɪnˈtɜːrprətər/	n. 解释者；口译者；注释器
1624	game	/ɡeɪm/	n. 游戏；比赛；猎物，野味adj. 勇敢的vi. 赌博n. (Game)人名；(英)盖姆；(法)加姆；(西)加梅
