词汇组 14 (共 50 个词汇)
序号	单词	音标	释义
2074	jam	/dʒæm/	n. 果酱；拥挤；困境；扣篮vt. 使堵塞；挤进，使塞满；混杂；压碎vi. 堵塞；轧住n. (Jam)人名；(伊朗、巴基)贾姆
2864	predict	/prɪˈdɪkt/	v. 预言，预知，预卜；做预报；断言
1412	fade	/feɪd/	vi. 褪色；凋谢；逐渐消失vt. 使褪色adj. 平淡的；乏味的n. [电影][电视] 淡出；[电影][电视] 淡入n. (Fade)人名；(法)法德
3870	teacher	/ˈtiːtʃər/	n. 教师；导师n. (Teacher)人名；(英)蒂彻
3467	sickness	/ˈsɪknəs/	n. 疾病；呕吐；弊病
3586	sophisticated	/səˈfɪstɪkeɪtɪd/	adj. 复杂的；精致的；久经世故的；富有经验的v. 使变得世故；使迷惑；篡改（sophisticate的过去分词形式）
4200	vanity	/ˈvænəti/	n. 虚荣心；空虚；浮华；无价值的东西
3057	realize	/ˈriːəlaɪz/	vt. 实现；认识到；了解；将某物卖得，把(证券等)变成现钱；变卖
2000	inspection	/ɪnˈspekʃn/	n. 视察，检查
2497	multiple	/ˈmʌltɪpl/	adj. 多重的；多样的；许多的n. 倍数；[电] 并联
3717	storage	/ˈstɔːrɪdʒ/	n. 存储；仓库；贮藏所
1650	genuine	/ˈdʒenjuɪn/	adj. 真实的，真正的；诚恳的
288	award	/əˈwɔːrd/	n.奖,奖品vt.授予,判给
3627	spelling	/ˈspelɪŋ/	n. 拼写；拼字；拼法v. 拼写；意味着（spell的ing形式）；迷住n. (Spelling)人名；(英)斯佩林
3235	rival	/ˈraɪvl/	n. 竞争对手；可与……匹敌的人；同行者v. 与…竞争；比得上某人；赶上（某人）；竞争adj. 竞争的n. (Rival) （俄）里瓦尔（人名）
3790	sun	/sʌn/	n. 太阳vt. 使晒vi. 晒太阳n. (Sun)人名；(中)孙(普通话·威妥玛)；(柬)孙；(缅)素；(土)松
3590	sort	/sɔːrt/	n. 种类；方式；品质；[计]（资料、数据的）分类，排序vi. 分类；协调；交往vt. 将…分类；将…排序；挑选出某物
164	annual	/ˈænjuəl/	adj. 年度的；每年的n. 年刊，年鉴；一年生植物
1480	fight	/faɪt/	n.打架,战斗,斗志vi.打仗,搏斗,对抗,打架vt.与...打仗,指挥战斗,反对...提案
1659	giant	/ˈdʒaɪənt/	n. 巨人；伟人；巨大的动物；巨型植物；大公司；（天文）巨星adj. 巨大的；巨人般的；伟大的
493	brute	/bruːt/	adj.残忍的,畜生般的n.残忍的人,畜生
1083	direct	/dəˈrekt,daɪˈrekt/	adj. 直接的；直系的；亲身的；恰好的vt. 管理；指挥；导演；指向vi. 指导；指挥adv. 直接地；正好；按直系关系
3909	textbook	/ˈtekstbʊk/	n. 教科书，课本
794	conduct	/kənˈdʌkt/	v. 组织，实施，进行；指挥（音乐）；带领，引导；举止，表现；传导（热或电）n. 行为举止；管理（方式），实施（办法）；引导
722	collection	/kəˈlekʃn/	n. 采集，聚集；[税收] 征收；收藏品；募捐
1893	hundred	/ˈhʌndrəd/	n. 一百；许多adj. 一百的；许多的num. 百；百个
3874	technical	/ˈteknɪkl/	adj. 工艺的，科技的；技术上的；专门的
700	clothes	/kloʊðz,kloʊz/	n. 衣服
1717	grave	/ɡreɪv; ɡrɑːv/	n.墓穴,坟墓adj.严重的,(颜色)黯淡的,(声音)低沉的v.雕刻,铭记
846	contradiction	/ˌkɑːntrəˈdɪkʃn/	n. 矛盾；否认；反驳
